vihaan@Vihaans-MacBook-Pro validation % source .venv/bin/activate
(.venv) vihaan@Vihaans-MacBook-Pro validation % python run_all.py --model cohere

=== backend: cohere — screening + extraction in parallel ===
[run_all] start: /Users/vihaan/ReviewAid_Validation_v3.0.0/validation/.venv/bin/python 02_run_screening.py --model cohere
[run_all] start: /Users/vihaan/ReviewAid_Validation_v3.0.0/validation/.venv/bin/python 03_run_extraction.py --model cohere
[corpus] 1968 papers with PDF + criteria (731 included)
[cohere] keys:
  ...knbX: 11/1000 calls, exhausted=False
  ...Q2To: 13/1000 calls, exhausted=False
  ...NtX6: 10/1000 calls, exhausted=False
  ...sJ8t: 10/1000 calls, exhausted=False
  ...IxtD: 9/1000 calls, exhausted=False
  ...jnq5: 14/1000 calls, exhausted=False
  ...OlCf: 8/1000 calls, exhausted=False
[extraction] 2184 articles ready
[cohere] 2184 to extract (Cohere / command-a-03-2025)
[cohere] CD010901-bib-0116: include conf=0.07 tier=tier1_override OVERRIDE (6.45s)
[cohere] 1054/2184 PMC4298088: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.59s)
[cohere] 1055/2184 PMC4301837: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.49s)
[cohere] 1056/2184 PMC4298817: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (11.24s)
[cohere] 1057/2184 PMC4302388: conf=0.7 tier=tier2_llm_selfassess ungrounded_fields=1 (4.38s)
[cohere] 1058/2184 PMC4300351: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (14.31s)
[cohere] 1059/2184 PMC4304200: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.61s)
[cohere] CD010901-bib-0121: include conf=0.07 tier=tier1_override OVERRIDE (18.24s)
[cohere] CD010901-bib-0122: include conf=0.07 tier=tier1_override OVERRIDE (16.78s)
[cohere] CD010901-bib-0124: include conf=0.0 tier=tier1_override OVERRIDE (17.56s)
[cohere] 1060/2184 PMC4305224: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.81s)
[cohere] 1061/2184 PMC4305536: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.88s)
[cohere] CD010901-bib-0130: exclude conf=0.0 tier=tier1_override OVERRIDE (3.9s)
[cohere] CD010901-bib-0136: include conf=0.07 tier=tier1_override OVERRIDE (4.01s)
[cohere] CD010901-bib-0133: exclude conf=0.0 tier=tier1_override OVERRIDE (5.81s)
[cohere] 1062/2184 PMC4307639: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (4.77s)
[cohere] CD010901-bib-0138: include conf=0.07 tier=tier1_override OVERRIDE (4.07s)
[cohere] 1063/2184 PMC4310883: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.74s)
[cohere] 1064/2184 PMC4313493: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.81s)
[cohere] 1065/2184 PMC4311411: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.06s)
[cohere] CD010901-bib-0144: include conf=0.2 tier=tier1_override OVERRIDE (9.32s)
[cohere] CD010901-bib-0149: include conf=0.0 tier=tier1_override OVERRIDE (5.24s)
[cohere] CD010901-bib-0151: exclude conf=0.07 tier=tier1_override OVERRIDE (3.93s)
[cohere] 1066/2184 PMC4314848: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.81s)
[cohere] 1067/2184 PMC4306068: conf=0.48 tier=tier1_override ungrounded_fields=0 (28.58s)
[cohere] CD010901-bib-0145: include conf=0.0 tier=tier1_override OVERRIDE (19.61s)
[cohere] 1068/2184 PMC4317856: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.54s)
[cohere] 1069/2184 PMC4314171: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (16.4s)
[cohere] CD010901-bib-0152: include conf=0.07 tier=tier1_override OVERRIDE (5.6s)
[cohere] CD010901-bib-0155: include conf=0.0 tier=tier1_override OVERRIDE (5.45s)
[cohere] 1070/2184 PMC4319300: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.7s)
[cohere] 1071/2184 PMC4319071: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.71s)
[cohere] CD010901-bib-0141: include conf=0.07 tier=tier1_override OVERRIDE (30.22s)
[cohere] 1072/2184 PMC4319305: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.07s)
[cohere] CD010901-bib-0156: include conf=0.07 tier=tier1_override OVERRIDE (7.2s)
[cohere] 1073/2184 PMC4320136: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.27s)
[cohere] CD010901-bib-0165: include conf=0.07 tier=tier1_override OVERRIDE (7.35s)
[cohere] CD010901-bib-0167: include conf=0.07 tier=tier1_override OVERRIDE (6.25s)
[cohere] 1074/2184 PMC4322313: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.61s)
[cohere] 1075/2184 PMC4320624: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.05s)
[cohere] CD010901-bib-0169: include conf=0.07 tier=tier1_override OVERRIDE (6.57s)
[cohere] 1076/2184 PMC4323894: conf=0.48 tier=tier1_override ungrounded_fields=0 (5.92s)
[cohere] 1077/2184 PMC4327560: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.29s)
[cohere] CD010901-bib-0174: include conf=0.07 tier=tier1_override OVERRIDE (7.9s)
[cohere] 1078/2184 PMC4329963: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.44s)
[cohere] CD010901-bib-0170: include conf=0.07 tier=tier1_override OVERRIDE (21.64s)
[cohere] 1079/2184 PMC4329409: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (17.35s)
[cohere] CD010901-bib-0173: include conf=0.07 tier=tier1_override OVERRIDE (21.76s)
[cohere] CD010901-bib-0177: include conf=0.0 tier=tier1_override OVERRIDE (12.31s)
[cohere] 1080/2184 PMC4324646: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (21.73s)
[cohere] CD010901-bib-0178: exclude conf=0.0 tier=tier1_override OVERRIDE (5.07s)
[cohere] 1081/2184 PMC4331939: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.34s)
[cohere] 1082/2184 PMC4330076: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (11.61s)
[cohere] CD010901-bib-0181: include conf=0.07 tier=tier1_override OVERRIDE (5.61s)
[cohere] CD010901-bib-0180: include conf=0.0 tier=tier1_override OVERRIDE (6.36s)
[cohere] 1083/2184 PMC4331314: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.26s)
[cohere] CD010901-bib-0182: include conf=0.07 tier=tier1_override OVERRIDE (5.68s)
[cohere] 1084/2184 PMC4334043: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.6s)
[cohere] CD010901-bib-0183: include conf=0.07 tier=tier1_override OVERRIDE (5.3s)
[cohere] 1085/2184 PMC4332717: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.5s)
[cohere] CD010901-bib-0184: include conf=0.07 tier=tier1_override OVERRIDE (5.4s)
[cohere] 1086/2184 PMC4335628: conf=0.3 tier=tier1_override ungrounded_fields=0 (6.36s)
[cohere] 1087/2184 PMC4335741: conf=0.48 tier=tier1_override ungrounded_fields=0 (8.66s)
[cohere] 1088/2184 PMC4336131: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.36s)
[cohere] 1089/2184 PMC4334515: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (17.28s)
[cohere] CD010901-bib-0187: include conf=0.07 tier=tier1_override OVERRIDE (16.33s)
[cohere] 1090/2184 PMC4339160: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.92s)
[cohere] 1091/2184 PMC4338635: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.13s)
[cohere] CD010901-bib-0190: include conf=0.0 tier=tier1_override OVERRIDE (15.31s)
[cohere] 1092/2184 PMC4339173: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.36s)
[cohere] 1093/2184 PMC4339981: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.71s)
[cohere] CD010901-bib-0197: include conf=0.07 tier=tier1_override OVERRIDE (6.24s)
[cohere] 1094/2184 PMC4341337: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.16s)
[cohere] CD010901-bib-0192: include conf=0.0 tier=tier1_override OVERRIDE (21.6s)
[cohere] CD010901-bib-0198: include conf=0.07 tier=tier1_override OVERRIDE (7.48s)
[cohere] 1095/2184 PMC4341495: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.74s)
[cohere] CD010901-bib-0199: include conf=0.07 tier=tier1_override OVERRIDE (4.68s)
[cohere] 1096/2184 PMC4342682: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.09s)
[cohere] CD010901-bib-0205: include conf=0.07 tier=tier1_override OVERRIDE (5.55s)
[cohere] 1097/2184 PMC4344344: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.0s)
[cohere] CD010901-bib-0206: include conf=0.13 tier=tier1_override OVERRIDE (6.56s)
[cohere] 1098/2184 PMC4344586: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.21s)
[cohere] CD010901-bib-0209: include conf=0.07 tier=tier1_override OVERRIDE (6.61s)
[cohere] 1099/2184 PMC4348728: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.72s)
[cohere] 1100/2184 PMC4355443: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.45s)
[cohere] 1101/2184 PMC4347450: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (16.12s)
[cohere] CD010901-bib-0222: include conf=0.07 tier=tier1_override OVERRIDE (10.63s)
[cohere] CD010901-bib-0207: include conf=0.0 tier=tier1_override OVERRIDE (20.39s)
[cohere] CD010901-bib-0214: exclude conf=0.0 tier=tier1_override OVERRIDE (16.86s)
[cohere] 1102/2184 PMC4356062: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.41s)
[cohere] CD010901-bib-0224: include conf=0.0 tier=tier1_override OVERRIDE (7.61s)
[cohere] 1103/2184 PMC4357072: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.86s)
[cohere] CD010901-bib-0230: exclude conf=0.0 tier=tier1_override OVERRIDE (8.63s)
[cohere] CD010910-bib-0001: include conf=0.07 tier=tier1_override OVERRIDE (4.52s)
[cohere] CD010901-bib-0244: include conf=0.07 tier=tier1_override OVERRIDE (11.76s)
[cohere] 1104/2184 PMC4359119: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.41s)
[cohere] 1105/2184 PMC4354356: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (28.88s)
[cohere] CD010910-bib-0003: include conf=0.07 tier=tier1_override OVERRIDE (8.05s)
[cohere] CD010910-bib-0005: include conf=0.07 tier=tier1_override OVERRIDE (6.73s)
[cohere] CD010910-bib-0004: include conf=0.07 tier=tier1_override OVERRIDE (7.7s)
[cohere] 1106/2184 PMC4360779: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.58s)
[cohere] CD010910-bib-0006: include conf=0.07 tier=tier1_override OVERRIDE (6.81s)
[cohere] CD010910-bib-0010: include conf=0.0 tier=tier1_override OVERRIDE (7.18s)
[cohere] 1107/2184 PMC4361464: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.17s)
[cohere] CD010910-bib-0008: exclude conf=0.14 tier=tier1_override OVERRIDE (8.37s)
[cohere] CD010910-bib-0011: include conf=0.0 tier=tier1_override OVERRIDE (4.39s)
[cohere] 1108/2184 PMC4359791: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (13.98s)
[cohere] CD010910-bib-0017: include conf=0.07 tier=tier1_override OVERRIDE (4.72s)
[cohere] CD010910-bib-0029: exclude conf=0.0 tier=tier1_override OVERRIDE (4.92s)
[cohere] 1109/2184 PMC4355974: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (38.22s)
[cohere] 1110/2184 PMC4362117: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.55s)
[cohere] CD010910-bib-0021: exclude conf=0.07 tier=tier1_override OVERRIDE (6.82s)
[cohere] CD010910-bib-0033: exclude conf=0.07 tier=tier1_override OVERRIDE (4.91s)
[cohere] CD010910-bib-0030: exclude conf=0.07 tier=tier1_override OVERRIDE (6.48s)
[cohere] 1111/2184 PMC4365008: conf=0.3 tier=tier1_override ungrounded_fields=0 (9.46s)
[cohere] 1112/2184 PMC4367028: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.58s)
[cohere] CD010910-bib-0036: exclude conf=0.0 tier=tier1_override OVERRIDE (5.9s)
[cohere] 1113/2184 PMC4365564: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.83s)
[cohere] CD010910-bib-0039: exclude conf=0.07 tier=tier1_override OVERRIDE (4.57s)
[cohere] 1114/2184 PMC4368876: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.48s)
[cohere] CD010910-bib-0043: include conf=0.07 tier=tier1_override OVERRIDE (6.1s)
[cohere] CD010910-bib-0044: exclude conf=0.0 tier=tier1_override OVERRIDE (4.35s)
[cohere] CD010910-bib-0045: include conf=0.14 tier=tier1_override OVERRIDE (9.3s)
[cohere] 1115/2184 PMC4374075: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (9.67s)
[cohere] CD010910-bib-0049: exclude conf=0.0 tier=tier1_override OVERRIDE (13.17s)
[cohere] 1116/2184 PMC4371718: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (16.86s)
[cohere] 1117/2184 PMC4374260: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.86s)
[cohere] 1118/2184 PMC4369830: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (19.64s)
[cohere] CD010910-bib-0050: exclude conf=0.07 tier=tier1_override OVERRIDE (14.94s)
[cohere] CD010910-bib-0060: include conf=0.0 tier=tier1_override OVERRIDE (8.44s)
[cohere] CD010910-bib-0061: include conf=0.07 tier=tier1_override OVERRIDE (6.39s)
[cohere] CD010910-bib-0064: include conf=0.14 tier=tier1_override OVERRIDE (6.58s)
[cohere] CD010910-bib-0067: exclude conf=0.0 tier=tier1_override OVERRIDE (4.52s)
[cohere] CD010910-bib-0066: exclude conf=0.0 tier=tier1_override OVERRIDE (8.38s)
[cohere] CD010910-bib-0078: exclude conf=0.07 tier=tier1_override OVERRIDE (5.07s)
[cohere] CD010910-bib-0081: exclude conf=0.07 tier=tier1_override OVERRIDE (3.56s)
[cohere] 1119/2184 PMC4377530: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (14.67s)
[cohere] 1120/2184 PMC4386768: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.8s)
[cohere] 1121/2184 PMC4379665: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (19.32s)
[cohere] CD010910-bib-0090: include conf=0.07 tier=tier1_override OVERRIDE (9.45s)
[cohere] CD010910-bib-0100: include conf=0.0 tier=tier1_override OVERRIDE (6.32s)
[cohere] 1122/2184 PMC4387644: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.81s)
[cohere] CD010910-bib-0101: exclude conf=0.0 tier=tier1_override OVERRIDE (4.18s)
[cohere] 1123/2184 PMC4389977: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.72s)
[cohere] 1124/2184 PMC4385682: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (28.39s)
[cohere] CD010910-bib-0094: include conf=0.0 tier=tier1_override OVERRIDE (16.36s)
[cohere] CD010910-bib-0110: include conf=0.14 tier=tier1_override OVERRIDE (5.71s)
[cohere] 1125/2184 PMC4389469: conf=0.48 tier=tier1_override ungrounded_fields=0 (14.18s)
[cohere] CD010910-bib-0104: include conf=0.0 tier=tier1_override OVERRIDE (14.8s)
[cohere] 1126/2184 PMC4392900: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.48s)
[cohere] 1127/2184 PMC4392433: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (7.31s)
[cohere] CD010910-bib-0112: include conf=0.07 tier=tier1_override OVERRIDE (8.63s)
[cohere] 1128/2184 PMC4395675: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.62s)
[cohere] CD010910-bib-0113: include conf=0.07 tier=tier1_override OVERRIDE (9.58s)
[cohere] CD010910-bib-0114: include conf=0.07 tier=tier1_override OVERRIDE (4.91s)
[cohere] 1129/2184 PMC4395717: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.8s)
[cohere] 1130/2184 PMC4395706: conf=0.48 tier=tier1_override ungrounded_fields=0 (6.0s)
[cohere] 1131/2184 PMC4396724: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.29s)
[cohere] CD010910-bib-0121: exclude conf=0.07 tier=tier1_override OVERRIDE (6.31s)
[cohere] CD010910-bib-0122: include conf=0.07 tier=tier1_override OVERRIDE (5.99s)
[cohere] CD010910-bib-0123: exclude conf=0.07 tier=tier1_override OVERRIDE (6.68s)
[cohere] 1132/2184 PMC4397550: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=1 (6.43s)
[cohere] CD010910-bib-0125: include conf=0.0 tier=tier1_override OVERRIDE (6.29s)
[cohere] 1133/2184 PMC4398332: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (10.34s)
[cohere] CD010910-bib-0135: exclude conf=0.0 tier=tier1_override OVERRIDE (12.72s)
[cohere] CD010910-bib-0138: exclude conf=0.07 tier=tier1_override OVERRIDE (12.32s)
[cohere] 1134/2184 PMC4399299: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.22s)
[cohere] CD010910-bib-0143: include conf=0.07 tier=tier1_override OVERRIDE (5.25s)
[cohere] 1135/2184 PMC4398439: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.93s)
[cohere] CD010910-bib-0147: include conf=0.21 tier=tier1_override OVERRIDE (5.25s)
[cohere] CD010910-bib-0140: exclude conf=0.07 tier=tier1_override OVERRIDE (13.54s)
[cohere] 1136/2184 PMC4396730: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (27.74s)
[cohere] CD010910-bib-0149: include conf=0.0 tier=tier1_override OVERRIDE (6.5s)
[cohere] CD010910-bib-0152: include conf=0.0 tier=tier1_override OVERRIDE (8.57s)
[cohere] 1137/2184 PMC4401879: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (13.67s)
[cohere] CD010910-bib-0154: include conf=0.0 tier=tier1_override OVERRIDE (4.32s)
[cohere] 1138/2184 PMC4402481: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.9s)
[cohere] CD010910-bib-0157: exclude conf=0.07 tier=tier1_override OVERRIDE (3.98s)
[cohere] CD010910-bib-0151: exclude conf=0.0 tier=tier1_override OVERRIDE (15.04s)
[cohere] 1139/2184 PMC4402460: conf=0.3 tier=tier1_override ungrounded_fields=0 (15.71s)
[cohere] CD010910-bib-0156: include conf=0.07 tier=tier1_override OVERRIDE (7.73s)
[cohere] CD010910-bib-0162: exclude conf=0.0 tier=tier1_override OVERRIDE (4.77s)
[cohere] CD010910-bib-0158: include conf=0.07 tier=tier1_override OVERRIDE (6.99s)
[cohere] 1140/2184 PMC4404560: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (13.9s)
[cohere] CD010910-bib-0172: include conf=0.07 tier=tier1_override OVERRIDE (4.86s)
[cohere] 1141/2184 PMC4411165: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (10.67s)
[cohere] 1142/2184 PMC4409094: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (14.55s)
[cohere] 1143/2184 PMC4411465: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.28s)
[cohere] CD010910-bib-0176: include conf=0.07 tier=tier1_override OVERRIDE (4.97s)
[cohere] CD010910-bib-0174: exclude conf=0.07 tier=tier1_override OVERRIDE (9.39s)
[cohere] 1144/2184 PMC4412792: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.73s)
[cohere] 1145/2184 PMC4414381: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.86s)
[cohere] CD010910-bib-0179: include conf=0.07 tier=tier1_override OVERRIDE (5.6s)
[cohere] 1146/2184 PMC4415132: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.81s)
[cohere] 1147/2184 PMC4414618: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.54s)
[cohere] CD010910-bib-0180: include conf=0.07 tier=tier1_override OVERRIDE (6.8s)
[cohere] 1148/2184 PMC4415997: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.98s)
[cohere] CD010910-bib-0184: exclude conf=0.0 tier=tier1_override OVERRIDE (5.41s)
[cohere] 1149/2184 PMC4419460: conf=0.3 tier=tier1_override ungrounded_fields=0 (5.8s)
[cohere] 1150/2184 PMC4418140: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.06s)
[cohere] CD010910-bib-0185: exclude conf=0.0 tier=tier1_override OVERRIDE (5.48s)
[cohere] 1151/2184 PMC4423288: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (7.03s)
[cohere] CD010910-bib-0187: exclude conf=0.0 tier=tier1_override OVERRIDE (6.49s)
[cohere] 1152/2184 PMC4425923: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.12s)
[cohere] 1153/2184 PMC4424841: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (13.86s)
[cohere] CD010910-bib-0189: exclude conf=0.07 tier=tier1_override OVERRIDE (8.83s)
[cohere] 1154/2184 PMC4429825: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.41s)
[cohere] 1155/2184 PMC4427989: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (12.86s)
[cohere] CD010910-bib-0190: exclude conf=0.07 tier=tier1_override OVERRIDE (4.04s)
[cohere] CD010910-bib-0188: exclude conf=0.07 tier=tier1_override OVERRIDE (17.25s)
[cohere] 1156/2184 PMC4431324: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.09s)
[cohere] 1157/2184 PMC4432080: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.4s)
[cohere] CD010910-bib-0196: exclude conf=0.0 tier=tier1_override OVERRIDE (6.43s)
[cohere] 1158/2184 PMC4433997: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.32s)
[cohere] CD010910-bib-0163: exclude conf=0.07 tier=tier1_override OVERRIDE (52.83s)
[cohere] CD010910-bib-0198: include conf=0.0 tier=tier1_override OVERRIDE (5.45s)
[cohere] 1159/2184 PMC4435702: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.6s)
[cohere] 1160/2184 PMC4435250: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.07s)
[cohere] CD010910-bib-0193: exclude conf=0.07 tier=tier1_override OVERRIDE (15.54s)
[cohere] CD010910-bib-0203: include conf=0.07 tier=tier1_override OVERRIDE (6.1s)
[cohere] 1161/2184 PMC4436815: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.82s)
[cohere] 1162/2184 PMC4440276: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.99s)
[cohere] CD010910-bib-0204: include conf=0.07 tier=tier1_override OVERRIDE (9.63s)
[cohere] CD010910-bib-0207: exclude conf=0.0 tier=tier1_override OVERRIDE (7.9s)
[cohere] 1163/2184 PMC4442156: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.78s)
[cohere] 1164/2184 PMC4445854: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.8s)
[cohere] CD010910-bib-0205: include conf=0.07 tier=tier1_override OVERRIDE (11.13s)
[cohere] CD010910-bib-0213: include conf=0.07 tier=tier1_override OVERRIDE (6.52s)
[cohere] CD010910-bib-0208: include conf=0.07 tier=tier1_override OVERRIDE (8.85s)
[cohere] 1165/2184 PMC4450164: conf=0.3 tier=tier1_override ungrounded_fields=0 (4.38s)
[cohere] 1166/2184 PMC4449043: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.69s)
[cohere] CD010910-bib-0218: exclude conf=0.0 tier=tier1_override OVERRIDE (4.43s)
[cohere] CD010910-bib-0214: include conf=0.14 tier=tier1_override OVERRIDE (9.76s)
[cohere] CD010910-bib-0224: exclude conf=0.07 tier=tier1_override OVERRIDE (6.53s)
[cohere] 1167/2184 PMC4450462: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.42s)
[cohere] 1168/2184 PMC4450208: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.93s)
[cohere] CD010910-bib-0227: exclude conf=0.07 tier=tier1_override OVERRIDE (4.31s)
[cohere] CD010910-bib-0229: include conf=0.07 tier=tier1_override OVERRIDE (5.61s)
[cohere] 1169/2184 PMC4440033: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (28.89s)
[cohere] CD010910-bib-0231: include conf=0.07 tier=tier1_override OVERRIDE (6.84s)
[cohere] 1170/2184 PMC4450858: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.26s)
[cohere] 1171/2184 PMC4453270: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.89s)
[cohere] CD010910-bib-0233: exclude conf=0.0 tier=tier1_override OVERRIDE (4.93s)
[cohere] 1172/2184 PMC4457092: conf=0.48 tier=tier1_override ungrounded_fields=0 (5.99s)
[cohere] CD010910-bib-0240: exclude conf=0.0 tier=tier1_override OVERRIDE (8.32s)
[cohere] 1173/2184 PMC4461930: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.65s)
[cohere] CD010910-bib-0232: exclude conf=0.07 tier=tier1_override OVERRIDE (18.93s)
[cohere] CD010910-bib-0239: include conf=0.07 tier=tier1_override OVERRIDE (15.38s)
[cohere] 1174/2184 PMC4461648: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (17.53s)
